MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,ExterQual,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,Heating,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,SalePrice
20,RL,10357,Corner,SawyerW,1Fam,1Story,7,5,1990,Hip,HdBoard,Gd,PConc,738,172,910,GasA,1442,0,1442,1,0,2,0,3,1,Gd,2,719,0,244,0,5,2007,179900
60,RL,23257,CulDSac,Gilbert,1Fam,2Story,7,5,2006,Gable,VinylSd,Gd,PConc,0,868,868,GasA,887,1134,2021,0,0,2,1,3,1,Gd,2,422,0,100,0,9,2006,274725
60,RL,8063,Inside,Gilbert,1Fam,2Story,6,5,2000,Gable,VinylSd,TA,PConc,0,924,924,GasA,948,742,1690,0,0,2,1,3,1,TA,2,463,100,48,0,11,2007,181000
20,RL,11362,Inside,NridgHt,1Fam,1Story,8,5,2004,Gable,MetalSd,Gd,PConc,1039,797,1836,GasA,1836,0,1836,1,0,2,0,3,1,Gd,3,862,125,185,0,3,2009,280000
60,RL,8000,Inside,Gilbert,1Fam,2Story,6,5,1995,Gable,HdBoard,TA,PConc,219,554,773,GasA,773,885,1658,1,0,2,1,3,1,TA,2,431,224,84,0,6,2008,188000
60,RL,10480,Inside,NWAmes,1Fam,2Story,7,6,1976,Hip,Plywood,TA,CBlock,403,400,803,GasA,1098,866,1964,0,0,2,1,4,1,TA,2,483,0,69,0,9,2008,205000
20,RL,7100,Corner,NAmes,1Fam,1Story,5,7,1957,Gable,WdShing,TA,CBlock,708,108,816,GasA,816,0,816,1,0,1,0,2,1,TA,1,308,0,0,0,7,2006,129900
20,RL,8923,Inside,NAmes,1Fam,1Story,5,7,1953,Gable,Wd Sdng,TA,CBlock,643,365,1008,GasA,1008,0,1008,1,0,1,0,2,1,Gd,1,240,0,18,0,5,2007,134500
20,RL,5400,Inside,OldTown,1Fam,1Story,5,7,1954,Gable,MetalSd,TA,CBlock,415,418,833,GasA,833,0,833,0,0,1,0,2,1,Gd,1,326,0,0,0,8,2006,117000
20,RL,12085,Inside,NridgHt,1Fam,1Story,8,5,2007,Hip,VinylSd,Gd,PConc,1004,730,1734,GasA,1734,0,1734,1,0,2,0,3,1,Ex,3,928,0,0,0,11,2007,318000
80,RL,7750,Inside,Gilbert,1Fam,SLvl,8,5,2002,Hip,VinylSd,Gd,PConc,353,55,408,GasA,779,640,1419,1,0,2,1,3,1,Gd,2,527,120,0,0,3,2009,184100
20,RL,9764,FR2,Sawyer,1Fam,1Story,5,7,1967,Gable,VinylSd,TA,CBlock,702,192,894,GasA,894,0,894,1,0,1,0,3,1,Gd,2,450,0,0,0,5,2008,130000
80,RL,13825,Inside,Sawyer,1Fam,SLvl,5,6,1958,Gable,MetalSd,TA,CBlock,0,533,533,GasA,1021,580,1601,0,1,1,0,3,1,TA,1,300,280,34,0,12,2008,140000
20,RL,7560,Inside,NAmes,1Fam,1Story,5,5,1959,Gable,BrkFace,TA,CBlock,369,671,1040,GasA,1040,0,1040,0,0,1,0,3,1,TA,1,286,140,0,252,7,2006,133700
30,RM,8263,Inside,IDOTRR,1Fam,1Story,6,5,1920,Gable,BrkFace,TA,BrkTil,0,1012,1012,GasA,1012,0,1012,0,0,1,0,2,1,TA,1,308,0,22,112,5,2007,118400
20,RL,10084,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,VinylSd,Gd,PConc,24,1528,1552,GasA,1552,0,1552,0,0,2,0,3,1,Gd,3,782,144,20,0,7,2006,212900
20,RL,8926,Corner,Edwards,1Fam,1Story,4,3,1956,Gable,AsbShng,TA,CBlock,0,672,672,GasA,960,0,960,0,0,1,0,3,1,TA,1,288,64,0,0,10,2009,112000
20,RL,9405,Inside,Edwards,1Fam,1Story,5,9,1947,Hip,VinylSd,TA,CBlock,0,698,698,GasA,698,0,698,0,1,1,0,2,1,TA,0,0,0,200,0,6,2009,118000
80,RL,9125,Inside,Gilbert,1Fam,SLvl,7,5,1992,Gable,HdBoard,TA,PConc,0,384,384,GasA,812,670,1482,0,0,2,1,3,1,Gd,2,392,100,25,0,7,2007,163900
20,RL,10434,Inside,NAmes,1Fam,1Story,4,5,1955,Gable,Plywood,TA,CBlock,0,1005,1005,GasA,1005,0,1005,0,0,1,0,2,1,Fa,2,672,0,0,0,11,2009,115000
120,RL,3684,Inside,Blmngtn,TwnhsE,1Story,7,5,2007,Hip,VinylSd,Gd,PConc,0,1373,1373,GasA,1555,0,1555,0,0,2,0,2,1,Gd,3,660,143,20,0,6,2009,174000
20,RL,14572,Corner,Gilbert,1Fam,1Story,7,5,2004,Hip,VinylSd,Gd,PConc,1300,230,1530,GasA,1530,0,1530,1,0,2,0,3,1,Gd,3,630,144,36,0,11,2007,259000
60,RL,11796,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,VinylSd,Gd,PConc,0,847,847,GasA,847,1112,1959,0,0,2,1,4,1,Gd,2,434,100,48,0,7,2007,215000
90,RM,7200,Inside,OldTown,Duplex,SFoyer,5,5,1980,Gable,MetalSd,TA,CBlock,936,0,936,GasA,936,0,936,1,0,1,0,2,1,TA,2,672,49,0,0,8,2007,140000
50,RL,7804,Inside,SWISU,1Fam,1.5Fin,4,3,1928,Gable,WdShing,TA,BrkTil,622,500,1122,GasA,1328,653,1981,1,0,2,0,4,1,Gd,2,576,431,44,0,12,2009,135000
20,RL,10712,Inside,Mitchel,1Fam,1Story,5,5,1991,Gable,HdBoard,TA,PConc,212,762,974,GasA,974,0,974,0,0,1,0,3,1,TA,0,0,0,28,0,9,2007,93500
70,RM,9900,Inside,OldTown,1Fam,2Story,6,4,1880,Gable,Wd Sdng,TA,BrkTil,0,1008,1008,GasW,1178,1032,2210,0,0,2,0,5,1,Fa,1,205,0,48,0,5,2007,117500
60,RL,9828,Inside,SawyerW,1Fam,2Story,8,5,1995,Gable,VinylSd,Gd,PConc,584,544,1128,GasA,1142,878,2020,0,0,2,1,3,1,Gd,2,466,0,155,0,6,2009,239500
60,RL,8773,Inside,Gilbert,1Fam,2Story,6,5,1997,Gable,VinylSd,TA,PConc,0,916,916,GasA,916,684,1600,0,0,2,1,3,1,TA,2,460,100,38,0,8,2007,169000
30,RM,6180,Corner,BrkSide,1Fam,1Story,6,5,1926,Gable,Wd Sdng,TA,BrkTil,0,960,960,GasA,986,0,986,0,0,1,0,2,1,TA,1,180,0,128,0,5,2007,102000
50,RL,9600,Inside,NAmes,1Fam,1.5Fin,6,5,1950,Gable,VinylSd,TA,CBlock,280,752,1032,GasA,1032,220,1252,0,0,1,0,3,1,TA,1,288,0,0,96,4,2008,119000
50,RL,6342,Inside,Sawyer,1Fam,1.5Fin,5,8,1875,Gable,VinylSd,TA,CBlock,0,780,780,GasA,780,240,1020,0,0,1,0,2,1,TA,0,0,0,0,176,5,2010,94000
20,RL,9819,Inside,Mitchel,1Fam,1Story,6,5,1977,Gable,Plywood,TA,PConc,1567,0,1567,GasA,1567,0,1567,1,0,2,0,2,1,Gd,2,714,264,32,0,5,2009,196000
30,RL,8731,Inside,BrkSide,1Fam,1Story,5,5,1920,Gable,Stucco,TA,BrkTil,645,270,915,GasA,1167,0,1167,0,0,1,0,3,1,TA,2,495,0,0,216,5,2007,144000
20,RL,7350,Corner,NAmes,1Fam,1Story,5,7,1951,Gable,HdBoard,TA,CBlock,852,100,952,GasA,952,0,952,1,0,1,0,2,1,TA,2,840,0,0,0,6,2008,139000
60,RL,10304,CulDSac,NWAmes,1Fam,2Story,5,7,1976,Gable,Plywood,TA,CBlock,381,399,780,GasA,1088,780,1868,1,0,2,1,4,1,Gd,2,484,448,96,0,10,2009,197500
60,RL,9965,Inside,CollgCr,1Fam,2Story,8,5,2006,Hip,VinylSd,Gd,PConc,1150,316,1466,GasA,1466,1362,2828,1,0,3,0,4,1,Gd,3,1052,125,144,0,4,2007,424870
20,RL,9000,Inside,Sawyer,1Fam,1Story,5,3,1959,Gable,Wd Sdng,TA,CBlock,288,718,1006,GasA,1006,0,1006,0,0,1,0,3,1,TA,0,0,0,24,0,7,2008,80000
190,RL,12180,Inside,Edwards,2fmCon,1.5Fin,4,4,1941,Gable,MetalSd,TA,BrkTil,348,324,672,Grav,672,252,924,1,0,1,0,2,1,Fa,1,280,0,0,0,7,2010,80000
50,RM,6240,Inside,BrkSide,1Fam,1.5Fin,5,6,1928,Gable,MetalSd,TA,BrkTil,0,1042,1042,GasA,1042,534,1576,0,0,1,0,3,1,TA,1,225,0,0,0,8,2006,149000
20,RL,11200,Inside,SawyerW,1Fam,1Story,6,5,1985,Gable,Wd Sdng,Gd,CBlock,1258,40,1298,GasA,1298,0,1298,1,0,2,0,3,1,Gd,2,403,165,26,0,5,2006,180000
70,RL,12000,Inside,Crawfor,1Fam,2Story,7,7,1941,Gable,MetalSd,TA,CBlock,275,429,704,GasA,860,704,1564,0,0,1,1,3,1,Fa,1,234,0,0,0,7,2009,174500
50,RM,5700,Inside,OldTown,1Fam,1.5Fin,7,7,1926,Gable,Wd Sdng,TA,PConc,0,572,572,GasA,572,539,1111,0,0,1,0,2,1,TA,1,288,0,0,176,8,2008,116900
70,RM,9000,Inside,OldTown,1Fam,2Story,7,9,1920,Hip,VinylSd,TA,PConc,624,26,650,GasA,832,650,1482,0,1,1,0,3,1,TA,2,324,0,0,0,7,2009,143000
20,RL,8280,Inside,NAmes,1Fam,1Story,6,5,1950,Gable,BrkFace,TA,CBlock,0,932,932,GasA,932,0,932,0,0,1,0,2,1,Gd,1,306,0,0,214,11,2007,124000
20,RL,17755,Inside,Edwards,1Fam,1Story,5,4,1959,Gable,HdBoard,TA,CBlock,176,1290,1466,GasA,1466,0,1466,0,0,1,1,3,1,Fa,2,528,0,140,0,11,2006,149900
20,RL,14115,Inside,Crawfor,1Fam,1Story,6,7,1956,Gable,Stone,TA,PConc,296,230,1073,GasA,1811,0,1811,0,0,1,0,2,1,Ex,2,470,0,0,280,7,2006,230000
30,RM,5890,Corner,IDOTRR,1Fam,1Story,6,8,1930,Gable,Wd Sdng,Gd,BrkTil,538,278,816,GasA,816,0,816,0,0,1,0,2,1,TA,1,432,0,0,96,6,2008,120500
60,RL,13700,Inside,NAmes,1Fam,2Story,7,6,1965,Gable,VinylSd,TA,CBlock,454,410,864,GasA,902,918,1820,0,0,1,2,4,1,Gd,2,492,60,84,0,5,2008,201800
20,RL,10768,Corner,Veenker,1Fam,1Story,5,8,1976,Gable,Plywood,Gd,CBlock,1157,280,1437,GasA,1437,0,1437,1,0,2,0,3,1,Gd,2,528,0,21,0,7,2007,218000
80,RL,9350,Inside,NAmes,1Fam,SLvl,5,8,1965,Gable,BrkFace,TA,PConc,633,586,1219,GasA,1265,0,1265,0,1,2,0,3,1,Gd,2,502,0,92,0,10,2008,179900
120,RL,5001,Inside,NridgHt,Twnhs,1Story,7,5,2007,Gable,VinylSd,Gd,PConc,904,410,1314,GasA,1314,0,1314,1,0,2,0,2,1,Gd,2,626,172,62,0,7,2009,230000
20,RL,11932,FR2,Somerst,1Fam,1Story,8,5,2007,Gable,VinylSd,Gd,PConc,0,1580,1580,GasA,1580,0,1580,0,0,2,0,3,1,Gd,3,830,0,24,0,6,2008,235128
60,RL,9120,Inside,NWAmes,1Fam,2Story,6,6,1974,Hip,HdBoard,Gd,CBlock,442,459,901,GasA,943,933,1876,0,0,2,1,4,1,Gd,2,540,0,69,0,7,2008,185000
160,RL,2280,Inside,NPkVill,Twnhs,2Story,6,5,1978,Gable,Plywood,TA,CBlock,311,544,855,GasA,855,601,1456,0,0,2,1,3,1,TA,2,440,26,0,0,7,2010,146000
20,RL,14778,CulDSac,Crawfor,1Fam,1Story,6,7,1954,Hip,HdBoard,Gd,CBlock,728,568,1296,GasA,1640,0,1640,1,0,1,0,3,1,Gd,2,924,108,0,0,11,2008,224000
20,RL,8724,Inside,Sawyer,1Fam,1Story,5,5,1968,Gable,VinylSd,TA,CBlock,492,402,894,GasA,894,0,894,0,0,1,0,3,1,TA,2,450,0,0,0,5,2007,129000
90,RL,12900,Inside,Sawyer,Duplex,SFoyer,4,4,1969,Gable,Plywood,TA,CBlock,1198,0,1198,GasA,1258,0,1258,2,0,0,2,0,2,TA,2,400,120,0,0,1,2008,108959
80,RL,16157,FR2,Veenker,1Fam,SLvl,5,7,1978,Gable,Plywood,TA,PConc,680,289,1360,GasA,1432,0,1432,1,0,1,1,2,1,Gd,2,588,168,180,0,6,2007,194000
20,RL,9541,Inside,NridgHt,1Fam,1Story,7,5,2009,Gable,VinylSd,Gd,PConc,0,1502,1502,GasA,1502,0,1502,0,0,2,0,3,1,Gd,2,644,0,114,0,9,2009,233170
20,RL,10475,Corner,CollgCr,1Fam,1Story,8,5,2008,Gable,VinylSd,Gd,PConc,0,1694,1694,GasA,1694,0,1694,0,0,2,0,3,1,Gd,3,776,160,33,0,2,2010,245350
60,RL,10852,Inside,Gilbert,1Fam,2Story,6,5,2000,Gable,VinylSd,TA,PConc,786,173,959,GasA,959,712,1671,1,0,2,1,3,1,TA,2,472,0,38,0,2,2006,173000
70,RL,13728,Corner,Edwards,1Fam,2Story,6,7,1935,Hip,Stucco,TA,CBlock,626,501,1127,GasA,1236,872,2108,0,0,2,0,4,1,Gd,2,540,0,0,0,7,2008,235000
60,RL,35760,CulDSac,NoRidge,1Fam,2Story,10,5,1995,Hip,HdBoard,Gd,PConc,1387,543,1930,GasA,1831,1796,3627,1,0,3,1,4,1,Gd,3,807,361,76,0,7,2006,625000
80,RL,9880,Inside,Mitchel,1Fam,SLvl,6,6,1977,Gable,Plywood,TA,CBlock,522,574,1096,GasA,1118,0,1118,1,0,1,0,3,1,TA,1,358,203,0,0,7,2008,171000
20,RL,9120,Inside,NAmes,1Fam,1Story,6,6,1958,Hip,MetalSd,TA,CBlock,662,599,1261,GasA,1261,0,1261,1,0,1,0,3,1,TA,2,433,0,0,0,11,2008,163000
160,FV,4017,Inside,Somerst,TwnhsE,2Story,7,5,2006,Gable,MetalSd,Gd,PConc,0,625,625,GasA,625,625,1250,0,0,2,1,2,1,Gd,2,625,0,54,0,3,2008,171900
50,RL,18030,Inside,ClearCr,1Fam,1.5Fin,5,6,1946,Gable,MetalSd,TA,CBlock,152,977,1598,GasA,1636,971,3086,0,0,3,0,3,1,Ex,0,0,122,0,0,3,2007,200500
70,RL,16560,Inside,Crawfor,1Fam,2Story,6,8,1932,Gable,Wd Sdng,TA,BrkTil,503,449,952,GasA,1170,1175,2345,0,0,2,1,4,1,TA,2,360,0,0,0,7,2006,239000
50,RL,10678,Inside,NoRidge,1Fam,1.5Fin,8,5,1992,Hip,HdBoard,Gd,PConc,700,983,1683,GasA,2129,743,2872,0,0,2,1,4,1,Gd,2,541,0,33,0,4,2007,285000
20,RL,6951,CulDSac,Mitchel,1Fam,1Story,5,5,1984,Gable,HdBoard,TA,CBlock,658,218,876,GasA,923,0,923,1,0,1,0,3,1,TA,1,264,362,0,0,10,2008,119500
50,RM,3950,Inside,OldTown,1Fam,1.5Fin,6,8,1926,Gable,MetalSd,TA,CBlock,468,350,818,GasA,818,406,1224,0,0,1,0,3,1,TA,1,210,0,0,116,12,2009,115000
50,RL,7681,FR2,Crawfor,1Fam,1.5Fin,5,6,1921,Gable,Wd Sdng,TA,BrkTil,0,731,731,GasA,820,523,1343,0,0,1,1,3,1,TA,1,186,192,0,102,7,2009,154900
20,RL,8335,Corner,Edwards,1Fam,1Story,5,5,1954,Gable,Wd Sdng,TA,Slab,0,0,0,GasA,1124,0,1124,0,0,1,0,3,1,TA,0,0,0,36,190,4,2006,93000
60,RL,11170,Corner,Timber,1Fam,2Story,7,5,1990,Gable,MetalSd,TA,Wood,1216,0,1216,GasA,1298,1216,2514,0,0,2,1,4,1,TA,2,693,0,0,0,4,2006,250000
120,RM,5587,Inside,Crawfor,TwnhsE,1Story,8,5,2008,Hip,CemntBd,Ex,PConc,1480,120,1600,GasA,1652,0,1652,1,1,2,0,2,1,Gd,2,482,162,53,0,11,2008,392500
60,RL,15623,Corner,NoRidge,1Fam,2Story,10,5,1996,Hip,Wd Sdng,Gd,PConc,2096,300,2396,GasA,2411,2065,4476,1,0,3,1,4,1,Ex,3,813,171,78,0,7,2007,745000
30,RL,10800,Inside,OldTown,1Fam,1Story,5,6,1920,Hip,Stucco,TA,BrkTil,821,299,1120,GasA,1130,0,1130,1,0,1,0,2,1,TA,2,720,229,0,0,6,2006,120000
20,RL,35133,Inside,Timber,1Fam,1Story,5,4,1963,Hip,MetalSd,TA,CBlock,1159,413,1572,GasA,1572,0,1572,1,0,1,1,3,1,TA,3,995,0,263,0,5,2007,186700
50,RL,9738,Inside,Edwards,1Fam,1.5Fin,5,7,1924,Gable,AsbShng,TA,BrkTil,392,392,784,GasA,949,272,1221,1,0,1,0,4,1,TA,1,392,0,0,236,3,2006,104900
190,RL,10615,Corner,OldTown,2fmCon,2Story,3,5,1900,Gable,HdBoard,TA,CBlock,440,538,978,GasA,1014,685,1699,1,0,2,0,3,2,TA,2,420,0,74,0,8,2009,95000
20,RL,12461,Corner,NoRidge,1Fam,1Story,8,5,1994,Gable,ImStucc,Gd,PConc,1456,168,1624,GasA,1624,0,1624,1,0,2,0,2,1,Gd,3,757,0,114,192,7,2006,262000
60,RL,8935,Inside,CollgCr,1Fam,2Story,7,5,2002,Gable,VinylSd,Gd,PConc,0,831,831,GasA,831,829,1660,0,0,2,1,3,1,Gd,2,493,144,68,0,7,2009,195000
60,RL,7500,Inside,Gilbert,1Fam,2Story,7,5,1999,Gable,VinylSd,TA,PConc,0,994,994,GasA,1028,776,1804,0,0,2,1,3,1,Gd,2,442,140,60,0,6,2010,189000
190,RL,32463,Inside,Mitchel,2fmCon,1Story,4,4,1961,Gable,MetalSd,TA,CBlock,1159,90,1249,GasA,1622,0,1622,1,0,1,0,3,1,TA,4,1356,439,0,0,3,2007,168000
160,FV,2645,Inside,Somerst,Twnhs,2Story,8,5,1999,Gable,MetalSd,Gd,PConc,0,776,776,GasA,764,677,1441,0,0,2,1,2,1,Gd,2,492,206,0,0,11,2007,174000
50,RM,9600,Inside,OldTown,1Fam,1.5Fin,5,8,1925,Gambrel,VinylSd,TA,PConc,0,702,702,GasA,842,630,1472,0,0,1,0,3,1,Gd,1,250,0,0,84,7,2007,125000
120,RM,4500,FR2,Mitchel,TwnhsE,1Story,6,5,1999,Hip,VinylSd,TA,PConc,883,341,1224,GasA,1224,0,1224,1,0,2,0,2,1,TA,2,402,0,304,0,6,2009,165000
60,RL,9364,Corner,Sawyer,1Fam,2Story,6,7,1969,Gable,HdBoard,TA,CBlock,371,292,663,GasA,663,689,1352,0,0,1,1,4,1,TA,1,299,379,36,0,3,2010,158000
60,RL,8029,Inside,Gilbert,1Fam,2Story,6,5,2005,Gable,VinylSd,TA,PConc,0,728,728,GasA,728,728,1456,0,0,2,1,3,1,Gd,2,400,100,24,0,7,2008,176000
60,RL,14054,Inside,Gilbert,1Fam,2Story,7,5,2006,Gable,VinylSd,Gd,PConc,0,879,879,GasA,879,984,1863,0,0,2,1,4,1,Gd,3,660,100,17,0,11,2006,219210
75,RM,8850,Corner,OldTown,1Fam,2.5Unf,7,6,1916,Gable,MetalSd,TA,BrkTil,0,815,815,GasA,815,875,1690,0,0,1,0,3,1,TA,1,225,0,0,330,7,2006,144000
20,RL,9100,Inside,CollgCr,1Fam,1Story,7,5,2001,Gable,VinylSd,Gd,PConc,0,1212,1212,GasA,1212,0,1212,0,0,2,0,3,1,Gd,2,573,356,0,0,6,2009,178000
20,RL,11235,Inside,Sawyer,1Fam,1Story,4,5,1963,Gable,HdBoard,TA,CBlock,547,504,1051,GasA,1382,0,1382,0,0,1,1,3,1,TA,2,459,0,82,0,10,2006,148000
20,RL,9353,Inside,NAmes,1Fam,1Story,4,5,1970,Gable,MetalSd,TA,CBlock,0,864,864,GasA,864,0,864,0,0,1,0,3,1,TA,1,280,0,0,0,7,2006,116050
60,RL,10400,Corner,CollgCr,1Fam,2Story,7,5,1998,Gable,VinylSd,TA,PConc,0,866,866,GasA,866,913,1779,0,0,2,1,3,1,Gd,2,546,198,36,0,3,2009,197900
50,RM,6000,Corner,BrkSide,1Fam,1.5Fin,5,8,1925,Gable,Wd Sdng,TA,BrkTil,0,884,884,GasA,884,464,1348,1,0,1,0,3,1,TA,1,216,0,0,208,5,2009,117000
20,RL,9750,Inside,CollgCr,1Fam,1Story,7,5,2000,Gable,VinylSd,Gd,PConc,0,1630,1630,GasA,1630,0,1630,0,0,2,0,3,1,Gd,2,451,74,234,0,10,2009,213000
20,RL,10140,Inside,NWAmes,1Fam,1Story,5,6,1975,Gable,HdBoard,TA,CBlock,788,268,1056,GasA,1074,0,1074,1,0,1,1,3,1,TA,2,495,0,88,0,7,2006,153500
20,RL,14684,CulDSac,SawyerW,1Fam,1Story,7,7,1990,Hip,HdBoard,Gd,CBlock,485,1496,2158,GasA,2196,0,2196,0,0,2,0,3,1,Gd,3,701,84,70,0,6,2009,271900
20,RH,8900,Inside,SawyerW,1Fam,1Story,4,4,1966,Gable,HdBoard,TA,CBlock,1056,0,1056,GasA,1056,0,1056,1,0,1,0,2,1,TA,1,384,0,42,0,11,2006,107000
20,RL,9135,Inside,CollgCr,1Fam,1Story,6,5,2003,Gable,VinylSd,Gd,PConc,340,1342,1682,GasA,1700,0,1700,1,0,2,0,3,1,Gd,2,544,192,23,0,5,2006,200000
20,RL,7763,Inside,NAmes,1Fam,1Story,5,7,1962,Gable,MetalSd,TA,CBlock,504,319,931,GasA,1283,0,1283,1,0,1,0,3,1,TA,2,506,0,0,0,10,2008,140000
20,RL,10182,CulDSac,Somerst,1Fam,1Story,8,5,2006,Hip,VinylSd,Gd,PConc,1220,440,1660,GasA,1660,0,1660,1,0,2,0,3,1,Gd,2,500,322,50,0,5,2006,290000
60,RL,11218,Inside,SawyerW,1Fam,2Story,6,5,1992,Gable,Wd Sdng,Gd,PConc,0,1055,1055,GasA,1055,790,1845,0,0,2,1,3,1,Gd,2,462,635,104,0,5,2010,189000
50,RL,12134,Inside,Gilbert,1Fam,1.5Fin,8,7,1988,Gable,Wd Sdng,Gd,Wood,427,132,559,GasA,1080,672,1752,0,0,2,0,4,1,TA,2,492,325,12,0,6,2010,164000
30,RL,9340,Inside,Edwards,1Fam,1Story,4,6,1941,Hip,MetalSd,TA,CBlock,344,328,672,GasA,672,0,672,1,0,1,0,2,1,TA,1,234,0,113,0,8,2009,113000
80,RL,10246,CulDSac,Sawyer,1Fam,SLvl,4,9,1965,Gable,VinylSd,TA,CBlock,648,0,648,GasA,960,0,960,1,1,0,0,0,1,TA,1,364,88,0,0,5,2006,145000
85,RL,10205,Inside,NAmes,1Fam,SFoyer,5,5,1962,Gable,MetalSd,TA,CBlock,784,141,925,GasA,999,0,999,1,0,1,0,3,1,TA,1,300,150,72,0,5,2006,134500
20,RL,7094,Inside,Sawyer,1Fam,1Story,5,5,1966,Gable,VinylSd,TA,CBlock,180,340,894,GasA,894,0,894,0,0,1,0,3,1,TA,1,384,0,0,0,5,2007,125000
90,RM,8930,Inside,Sawyer,Duplex,1.5Fin,6,5,1978,Gable,VinylSd,TA,Slab,0,0,0,GasA,1318,584,1902,0,0,2,0,4,2,TA,2,539,0,0,0,4,2010,112000
20,FV,8640,Inside,Somerst,1Fam,1Story,8,5,2009,Gable,CemntBd,Gd,PConc,936,364,1300,GasA,1314,0,1314,1,0,2,0,3,1,Gd,2,552,135,112,0,9,2009,229456
50,RM,6240,Inside,BrkSide,1Fam,1.5Fin,4,5,1947,Gable,AsbShng,TA,Slab,0,0,0,GasA,672,240,912,0,0,1,0,2,1,TA,0,0,0,0,0,7,2006,80500
160,RM,1680,Inside,BrDale,Twnhs,2Story,6,5,1971,Gable,CemntBd,TA,CBlock,0,672,672,GasA,672,546,1218,0,0,1,1,3,1,TA,0,0,201,0,0,4,2006,91500
20,RL,7800,Inside,NAmes,1Fam,1Story,5,5,1964,Gable,Wd Sdng,TA,CBlock,312,0,912,GasA,912,0,912,0,0,1,0,2,1,TA,1,288,0,0,0,11,2006,115000
20,RL,8250,Inside,Sawyer,1Fam,1Story,5,5,1968,Hip,HdBoard,TA,CBlock,250,210,952,GasA,1211,0,1211,0,0,1,0,3,1,TA,1,322,0,63,0,8,2008,134000
50,RL,10496,Inside,NAmes,1Fam,1.5Fin,6,6,1949,Gable,Wd Sdng,TA,CBlock,196,844,1040,GasA,1168,678,1846,0,0,2,0,3,1,TA,1,315,0,0,0,1,2007,143000
20,RL,10680,Inside,NAmes,1Fam,1Story,5,3,1951,Hip,Wd Sdng,TA,CBlock,756,1380,2136,GasA,2136,0,2136,0,0,2,0,4,1,TA,2,528,0,30,0,10,2006,137900
60,RL,15384,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,VinylSd,Gd,PConc,724,64,788,GasA,788,702,1490,1,0,2,1,3,1,Gd,2,388,100,75,0,2,2008,184000
80,RL,10482,Inside,NAmes,1Fam,SLvl,6,8,1958,Hip,VinylSd,TA,CBlock,507,81,588,GasA,1138,0,1138,0,1,1,0,3,1,TA,1,264,224,0,0,6,2007,145000
60,RL,14598,CulDSac,Somerst,1Fam,2Story,6,5,2007,Gable,VinylSd,Gd,PConc,0,894,894,GasA,894,1039,1933,0,0,2,1,4,1,Gd,3,668,100,18,0,1,2008,214000
20,RL,8872,Corner,NAmes,1Fam,1Story,5,8,1965,Gable,VinylSd,TA,CBlock,595,317,912,GasA,912,0,912,1,0,1,0,2,1,Gd,2,576,0,240,0,12,2008,147000
120,RL,8769,Corner,NridgHt,TwnhsE,1Story,9,5,2008,Hip,MetalSd,Ex,PConc,1540,162,1702,GasA,1702,0,1702,1,0,1,1,1,1,Ex,3,1052,0,72,0,10,2008,367294
80,RL,7910,Inside,NAmes,1Fam,SLvl,5,5,1960,Hip,BrkFace,TA,CBlock,666,409,1075,GasA,1507,0,1507,0,0,2,0,4,1,TA,1,404,0,0,0,8,2008,127000
90,RL,18890,Inside,Sawyer,Duplex,1.5Fin,5,5,1977,Shed,Plywood,TA,CBlock,498,652,1361,GasA,1361,1259,2620,0,0,2,2,4,2,TA,2,600,155,24,145,8,2007,190000
90,RL,7728,Inside,NAmes,Duplex,SLvl,5,6,1962,Hip,Wd Sdng,TA,CBlock,803,303,1106,GasA,1190,0,1190,1,0,1,0,3,1,TA,2,540,0,18,0,5,2006,132500
90,RL,9842,FR2,NAmes,Duplex,1Story,4,5,1962,Gable,HdBoard,TA,Slab,0,0,0,GasA,1224,0,1224,0,0,2,0,2,2,TA,2,462,0,0,0,3,2007,101800
20,RL,12160,Inside,NAmes,1Fam,1Story,5,5,1959,Hip,Plywood,TA,CBlock,1000,188,1188,GasA,1188,0,1188,1,0,1,0,3,1,TA,2,531,0,0,0,5,2010,142000
70,RH,8525,Inside,SWISU,1Fam,2Story,5,6,1911,Gable,MetalSd,TA,PConc,0,940,940,GasA,1024,940,1964,0,0,1,1,4,1,TA,0,0,0,192,0,11,2008,130000
70,RL,13132,Inside,Crawfor,1Fam,2Story,5,5,1914,Gable,Wd Sdng,TA,BrkTil,0,747,747,GasA,892,892,1784,0,0,1,1,4,1,TA,1,180,203,40,0,7,2006,138887
160,RL,2628,Inside,NridgHt,Twnhs,2Story,7,5,2003,Gable,VinylSd,Gd,PConc,0,764,764,GasA,764,862,1626,0,0,2,1,2,1,Gd,2,474,0,27,0,6,2010,175500
