MSSubClass,MSZoning,LotArea,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,Exterior1st,MasVnrType,MasVnrArea,Foundation,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,SalePrice
70,RM,6882,Inside,IDOTRR,1Fam,2Story,6,7,1914,Gable,Wd Sdng,None,0,PConc,0,684,684,TA,773,582,1355,0,0,1,3,1,Gd,127000
120,RL,3696,Inside,StoneBr,TwnhsE,1Story,8,5,1986,Gable,HdBoard,None,0,CBlock,0,1074,1074,Ex,1088,0,1088,0,0,1,2,1,Gd,170000
50,RM,6000,Inside,BrkSide,1Fam,1.5Fin,4,6,1936,Gable,MetalSd,None,0,BrkTil,672,0,672,TA,757,567,1324,0,0,1,3,1,TA,128000
20,RL,11880,Inside,NWAmes,1Fam,1Story,7,5,1978,Gable,Plywood,BrkFace,206,CBlock,704,567,1271,TA,1601,0,1601,0,0,2,3,1,TA,157000
30,RL,8400,Inside,SWISU,1Fam,1Story,2,5,1920,Gable,Wd Sdng,None,0,CBlock,290,0,290,TA,438,0,438,0,0,1,1,1,Fa,60000
20,RL,9758,Inside,NAmes,1Fam,1Story,5,5,1971,Gable,HdBoard,None,0,CBlock,412,251,950,TA,950,0,950,0,0,1,3,1,TA,119500
20,RL,7000,Inside,NAmes,1Fam,1Story,5,7,1960,Gable,Wd Sdng,BrkFace,45,CBlock,588,422,1010,Ex,1134,0,1134,0,0,1,2,1,TA,135000
20,RL,8910,Corner,NAmes,1Fam,1Story,6,6,1959,Hip,BrkFace,None,0,CBlock,655,0,655,Ex,1194,0,1194,0,1,1,3,1,TA,159500
160,RM,2016,Inside,BrDale,TwnhsE,2Story,5,5,1970,Gable,HdBoard,BrkFace,304,CBlock,0,630,630,TA,630,672,1302,0,0,2,3,1,TA,106000
60,RL,12256,Corner,NoRidge,1Fam,2Story,8,5,1994,Gable,HdBoard,BrkFace,362,PConc,1032,431,1463,Ex,1500,1122,2622,1,0,2,3,1,Gd,325000
20,RL,10357,Corner,SawyerW,1Fam,1Story,7,5,1990,Hip,HdBoard,None,0,PConc,738,172,910,Gd,1442,0,1442,1,0,2,3,1,Gd,179900
60,RL,23257,CulDSac,Gilbert,1Fam,2Story,7,5,2006,Gable,VinylSd,None,0,PConc,0,868,868,Ex,887,1134,2021,0,0,2,3,1,Gd,274725
60,RL,8063,Inside,Gilbert,1Fam,2Story,6,5,2000,Gable,VinylSd,None,0,PConc,0,924,924,Ex,948,742,1690,0,0,2,3,1,TA,181000
20,RL,11362,Inside,NridgHt,1Fam,1Story,8,5,2004,Gable,MetalSd,Stone,42,PConc,1039,797,1836,Ex,1836,0,1836,1,0,2,3,1,Gd,280000
60,RL,8000,Inside,Gilbert,1Fam,2Story,6,5,1995,Gable,HdBoard,None,0,PConc,219,554,773,Gd,773,885,1658,1,0,2,3,1,TA,188000
60,RL,10480,Inside,NWAmes,1Fam,2Story,7,6,1976,Hip,Plywood,BrkFace,660,CBlock,403,400,803,TA,1098,866,1964,0,0,2,4,1,TA,205000
20,RL,7100,Corner,NAmes,1Fam,1Story,5,7,1957,Gable,WdShing,None,0,CBlock,708,108,816,TA,816,0,816,1,0,1,2,1,TA,129900
20,RL,8923,Inside,NAmes,1Fam,1Story,5,7,1953,Gable,Wd Sdng,None,0,CBlock,643,365,1008,Gd,1008,0,1008,1,0,1,2,1,Gd,134500
20,RL,5400,Inside,OldTown,1Fam,1Story,5,7,1954,Gable,MetalSd,None,0,CBlock,415,418,833,Ex,833,0,833,0,0,1,2,1,Gd,117000
20,RL,12085,Inside,NridgHt,1Fam,1Story,8,5,2007,Hip,VinylSd,Stone,328,PConc,1004,730,1734,Ex,1734,0,1734,1,0,2,3,1,Ex,318000
80,RL,7750,Inside,Gilbert,1Fam,SLvl,8,5,2002,Hip,VinylSd,None,0,PConc,353,55,408,Ex,779,640,1419,1,0,2,3,1,Gd,184100
20,RL,9764,FR2,Sawyer,1Fam,1Story,5,7,1967,Gable,VinylSd,None,0,CBlock,702,192,894,Ex,894,0,894,1,0,1,3,1,Gd,130000
80,RL,13825,Inside,Sawyer,1Fam,SLvl,5,6,1958,Gable,MetalSd,None,0,CBlock,0,533,533,TA,1021,580,1601,0,1,1,3,1,TA,140000
20,RL,7560,Inside,NAmes,1Fam,1Story,5,5,1959,Gable,BrkFace,None,0,CBlock,369,671,1040,TA,1040,0,1040,0,0,1,3,1,TA,133700
30,RM,8263,Inside,IDOTRR,1Fam,1Story,6,5,1920,Gable,BrkFace,None,0,BrkTil,0,1012,1012,TA,1012,0,1012,0,0,1,2,1,TA,118400
20,RL,10084,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,VinylSd,BrkFace,196,PConc,24,1528,1552,Ex,1552,0,1552,0,0,2,3,1,Gd,212900
20,RL,8926,Corner,Edwards,1Fam,1Story,4,3,1956,Gable,AsbShng,None,0,CBlock,0,672,672,Ex,960,0,960,0,0,1,3,1,TA,112000
20,RL,9405,Inside,Edwards,1Fam,1Story,5,9,1947,Hip,VinylSd,None,0,CBlock,0,698,698,Ex,698,0,698,0,1,1,2,1,TA,118000
80,RL,9125,Inside,Gilbert,1Fam,SLvl,7,5,1992,Gable,HdBoard,BrkFace,170,PConc,0,384,384,Gd,812,670,1482,0,0,2,3,1,Gd,163900
20,RL,10434,Inside,NAmes,1Fam,1Story,4,5,1955,Gable,Plywood,None,0,CBlock,0,1005,1005,TA,1005,0,1005,0,0,1,2,1,Fa,115000
120,RL,3684,Inside,Blmngtn,TwnhsE,1Story,7,5,2007,Hip,VinylSd,BrkFace,130,PConc,0,1373,1373,Ex,1555,0,1555,0,0,2,2,1,Gd,174000
20,RL,14572,Corner,Gilbert,1Fam,1Story,7,5,2004,Hip,VinylSd,None,0,PConc,1300,230,1530,Ex,1530,0,1530,1,0,2,3,1,Gd,259000
60,RL,11796,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,VinylSd,None,0,PConc,0,847,847,Ex,847,1112,1959,0,0,2,4,1,Gd,215000
90,RM,7200,Inside,OldTown,Duplex,SFoyer,5,5,1980,Gable,MetalSd,BrkFace,180,CBlock,936,0,936,TA,936,0,936,1,0,1,2,1,TA,140000
50,RL,7804,Inside,SWISU,1Fam,1.5Fin,4,3,1928,Gable,WdShing,None,0,BrkTil,622,500,1122,TA,1328,653,1981,1,0,2,4,1,Gd,135000
20,RL,10712,Inside,Mitchel,1Fam,1Story,5,5,1991,Gable,HdBoard,None,0,PConc,212,762,974,TA,974,0,974,0,0,1,3,1,TA,93500
70,RM,9900,Inside,OldTown,1Fam,2Story,6,4,1880,Gable,Wd Sdng,None,0,BrkTil,0,1008,1008,TA,1178,1032,2210,0,0,2,5,1,Fa,117500
60,RL,9828,Inside,SawyerW,1Fam,2Story,8,5,1995,Gable,VinylSd,None,0,PConc,584,544,1128,Ex,1142,878,2020,0,0,2,3,1,Gd,239500
60,RL,8773,Inside,Gilbert,1Fam,2Story,6,5,1997,Gable,VinylSd,None,0,PConc,0,916,916,Gd,916,684,1600,0,0,2,3,1,TA,169000
30,RM,6180,Corner,BrkSide,1Fam,1Story,6,5,1926,Gable,Wd Sdng,None,0,BrkTil,0,960,960,TA,986,0,986,0,0,1,2,1,TA,102000
50,RL,9600,Inside,NAmes,1Fam,1.5Fin,6,5,1950,Gable,VinylSd,None,0,CBlock,280,752,1032,TA,1032,220,1252,0,0,1,3,1,TA,119000
50,RL,6342,Inside,Sawyer,1Fam,1.5Fin,5,8,1875,Gable,VinylSd,None,0,CBlock,0,780,780,Gd,780,240,1020,0,0,1,2,1,TA,94000
20,RL,9819,Inside,Mitchel,1Fam,1Story,6,5,1977,Gable,Plywood,None,0,PConc,1567,0,1567,TA,1567,0,1567,1,0,2,2,1,Gd,196000
30,RL,8731,Inside,BrkSide,1Fam,1Story,5,5,1920,Gable,Stucco,None,0,BrkTil,645,270,915,TA,1167,0,1167,0,0,1,3,1,TA,144000
20,RL,7350,Corner,NAmes,1Fam,1Story,5,7,1951,Gable,HdBoard,None,0,CBlock,852,100,952,TA,952,0,952,1,0,1,2,1,TA,139000
60,RL,10304,CulDSac,NWAmes,1Fam,2Story,5,7,1976,Gable,Plywood,BrkFace,44,CBlock,381,399,780,Ex,1088,780,1868,1,0,2,4,1,Gd,197500
60,RL,9965,Inside,CollgCr,1Fam,2Story,8,5,2006,Hip,VinylSd,Stone,340,PConc,1150,316,1466,Ex,1466,1362,2828,1,0,3,4,1,Gd,424870
20,RL,9000,Inside,Sawyer,1Fam,1Story,5,3,1959,Gable,Wd Sdng,None,0,CBlock,288,718,1006,TA,1006,0,1006,0,0,1,3,1,TA,80000
190,RL,12180,Inside,Edwards,2fmCon,1.5Fin,4,4,1941,Gable,MetalSd,None,0,BrkTil,348,324,672,Fa,672,252,924,1,0,1,2,1,Fa,80000
50,RM,6240,Inside,BrkSide,1Fam,1.5Fin,5,6,1928,Gable,MetalSd,None,0,BrkTil,0,1042,1042,Ex,1042,534,1576,0,0,1,3,1,TA,149000
20,RL,11200,Inside,SawyerW,1Fam,1Story,6,5,1985,Gable,Wd Sdng,BrkFace,85,CBlock,1258,40,1298,TA,1298,0,1298,1,0,2,3,1,Gd,180000
70,RL,12000,Inside,Crawfor,1Fam,2Story,7,7,1941,Gable,MetalSd,None,0,CBlock,275,429,704,Ex,860,704,1564,0,0,1,3,1,Fa,174500
50,RM,5700,Inside,OldTown,1Fam,1.5Fin,7,7,1926,Gable,Wd Sdng,None,0,PConc,0,572,572,TA,572,539,1111,0,0,1,2,1,TA,116900
70,RM,9000,Inside,OldTown,1Fam,2Story,7,9,1920,Hip,VinylSd,None,0,PConc,624,26,650,Ex,832,650,1482,0,1,1,3,1,TA,143000
20,RL,8280,Inside,NAmes,1Fam,1Story,6,5,1950,Gable,BrkFace,None,0,CBlock,0,932,932,Ex,932,0,932,0,0,1,2,1,Gd,124000
20,RL,17755,Inside,Edwards,1Fam,1Story,5,4,1959,Gable,HdBoard,BrkFace,132,CBlock,176,1290,1466,TA,1466,0,1466,0,0,1,3,1,Fa,149900
20,RL,14115,Inside,Crawfor,1Fam,1Story,6,7,1956,Gable,Stone,None,0,PConc,296,230,1073,Ex,1811,0,1811,0,0,1,2,1,Ex,230000
30,RM,5890,Corner,IDOTRR,1Fam,1Story,6,8,1930,Gable,Wd Sdng,None,0,BrkTil,538,278,816,Ex,816,0,816,0,0,1,2,1,TA,120500
60,RL,13700,Inside,NAmes,1Fam,2Story,7,6,1965,Gable,VinylSd,Stone,288,CBlock,454,410,864,TA,902,918,1820,0,0,1,4,1,Gd,201800
20,RL,10768,Corner,Veenker,1Fam,1Story,5,8,1976,Gable,Plywood,None,0,CBlock,1157,280,1437,TA,1437,0,1437,1,0,2,3,1,Gd,218000
80,RL,9350,Inside,NAmes,1Fam,SLvl,5,8,1965,Gable,BrkFace,None,0,PConc,633,586,1219,Gd,1265,0,1265,0,1,2,3,1,Gd,179900
120,RL,5001,Inside,NridgHt,Twnhs,1Story,7,5,2007,Gable,VinylSd,Stone,166,PConc,904,410,1314,Ex,1314,0,1314,1,0,2,2,1,Gd,230000
20,RL,11932,FR2,Somerst,1Fam,1Story,8,5,2007,Gable,VinylSd,Stone,186,PConc,0,1580,1580,Ex,1580,0,1580,0,0,2,3,1,Gd,235128
60,RL,9120,Inside,NWAmes,1Fam,2Story,6,6,1974,Hip,HdBoard,BrkFace,270,CBlock,442,459,901,TA,943,933,1876,0,0,2,4,1,Gd,185000
160,RL,2280,Inside,NPkVill,Twnhs,2Story,6,5,1978,Gable,Plywood,None,0,CBlock,311,544,855,Fa,855,601,1456,0,0,2,3,1,TA,146000
20,RL,14778,CulDSac,Crawfor,1Fam,1Story,6,7,1954,Hip,HdBoard,BrkFace,72,CBlock,728,568,1296,Ex,1640,0,1640,1,0,1,3,1,Gd,224000
20,RL,8724,Inside,Sawyer,1Fam,1Story,5,5,1968,Gable,VinylSd,None,0,CBlock,492,402,894,Gd,894,0,894,0,0,1,3,1,TA,129000
90,RL,12900,Inside,Sawyer,Duplex,SFoyer,4,4,1969,Gable,Plywood,None,0,CBlock,1198,0,1198,TA,1258,0,1258,2,0,0,0,2,TA,108959
80,RL,16157,FR2,Veenker,1Fam,SLvl,5,7,1978,Gable,Plywood,None,0,PConc,680,289,1360,Ex,1432,0,1432,1,0,1,2,1,Gd,194000
20,RL,9541,Inside,NridgHt,1Fam,1Story,7,5,2009,Gable,VinylSd,Stone,268,PConc,0,1502,1502,Ex,1502,0,1502,0,0,2,3,1,Gd,233170
20,RL,10475,Corner,CollgCr,1Fam,1Story,8,5,2008,Gable,VinylSd,Stone,72,PConc,0,1694,1694,Ex,1694,0,1694,0,0,2,3,1,Gd,245350
60,RL,10852,Inside,Gilbert,1Fam,2Story,6,5,2000,Gable,VinylSd,None,0,PConc,786,173,959,Ex,959,712,1671,1,0,2,3,1,TA,173000
70,RL,13728,Corner,Edwards,1Fam,2Story,6,7,1935,Hip,Stucco,None,0,CBlock,626,501,1127,Ex,1236,872,2108,0,0,2,4,1,Gd,235000
60,RL,35760,CulDSac,NoRidge,1Fam,2Story,10,5,1995,Hip,HdBoard,BrkFace,1378,PConc,1387,543,1930,Ex,1831,1796,3627,1,0,3,4,1,Gd,625000
80,RL,9880,Inside,Mitchel,1Fam,SLvl,6,6,1977,Gable,Plywood,None,0,CBlock,522,574,1096,TA,1118,0,1118,1,0,1,3,1,TA,171000
20,RL,9120,Inside,NAmes,1Fam,1Story,6,6,1958,Hip,MetalSd,None,0,CBlock,662,599,1261,Ex,1261,0,1261,1,0,1,3,1,TA,163000
160,FV,4017,Inside,Somerst,TwnhsE,2Story,7,5,2006,Gable,MetalSd,None,0,PConc,0,625,625,Ex,625,625,1250,0,0,2,2,1,Gd,171900
50,RL,18030,Inside,ClearCr,1Fam,1.5Fin,5,6,1946,Gable,MetalSd,None,0,CBlock,152,977,1598,TA,1636,971,3086,0,0,3,3,1,Ex,200500
70,RL,16560,Inside,Crawfor,1Fam,2Story,6,8,1932,Gable,Wd Sdng,None,0,BrkTil,503,449,952,TA,1170,1175,2345,0,0,2,4,1,TA,239000
50,RL,10678,Inside,NoRidge,1Fam,1.5Fin,8,5,1992,Hip,HdBoard,BrkFace,337,PConc,700,983,1683,Ex,2129,743,2872,0,0,2,4,1,Gd,285000
20,RL,6951,CulDSac,Mitchel,1Fam,1Story,5,5,1984,Gable,HdBoard,None,0,CBlock,658,218,876,TA,923,0,923,1,0,1,3,1,TA,119500
50,RM,3950,Inside,OldTown,1Fam,1.5Fin,6,8,1926,Gable,MetalSd,None,0,CBlock,468,350,818,TA,818,406,1224,0,0,1,3,1,TA,115000
50,RL,7681,FR2,Crawfor,1Fam,1.5Fin,5,6,1921,Gable,Wd Sdng,None,0,BrkTil,0,731,731,Ex,820,523,1343,0,0,1,3,1,TA,154900
20,RL,8335,Corner,Edwards,1Fam,1Story,5,5,1954,Gable,Wd Sdng,None,0,Slab,0,0,0,Gd,1124,0,1124,0,0,1,3,1,TA,93000
60,RL,11170,Corner,Timber,1Fam,2Story,7,5,1990,Gable,MetalSd,None,0,Wood,1216,0,1216,Ex,1298,1216,2514,0,0,2,4,1,TA,250000
120,RM,5587,Inside,Crawfor,TwnhsE,1Story,8,5,2008,Hip,CemntBd,Stone,186,PConc,1480,120,1600,Ex,1652,0,1652,1,1,2,2,1,Gd,392500
60,RL,15623,Corner,NoRidge,1Fam,2Story,10,5,1996,Hip,Wd Sdng,None,0,PConc,2096,300,2396,Ex,2411,2065,4476,1,0,3,4,1,Ex,745000
30,RL,10800,Inside,OldTown,1Fam,1Story,5,6,1920,Hip,Stucco,None,0,BrkTil,821,299,1120,Ex,1130,0,1130,1,0,1,2,1,TA,120000
20,RL,35133,Inside,Timber,1Fam,1Story,5,4,1963,Hip,MetalSd,BrkFace,226,CBlock,1159,413,1572,Gd,1572,0,1572,1,0,1,3,1,TA,186700
50,RL,9738,Inside,Edwards,1Fam,1.5Fin,5,7,1924,Gable,AsbShng,None,0,BrkTil,392,392,784,Gd,949,272,1221,1,0,1,4,1,TA,104900
190,RL,10615,Corner,OldTown,2fmCon,2Story,3,5,1900,Gable,HdBoard,None,0,CBlock,440,538,978,TA,1014,685,1699,1,0,2,3,2,TA,95000
20,RL,12461,Corner,NoRidge,1Fam,1Story,8,5,1994,Gable,ImStucc,None,0,PConc,1456,168,1624,Ex,1624,0,1624,1,0,2,2,1,Gd,262000
60,RL,8935,Inside,CollgCr,1Fam,2Story,7,5,2002,Gable,VinylSd,BrkFace,95,PConc,0,831,831,Ex,831,829,1660,0,0,2,3,1,Gd,195000
60,RL,7500,Inside,Gilbert,1Fam,2Story,7,5,1999,Gable,VinylSd,None,0,PConc,0,994,994,Gd,1028,776,1804,0,0,2,3,1,Gd,189000
190,RL,32463,Inside,Mitchel,2fmCon,1Story,4,4,1961,Gable,MetalSd,Stone,149,CBlock,1159,90,1249,Ex,1622,0,1622,1,0,1,3,1,TA,168000
160,FV,2645,Inside,Somerst,Twnhs,2Story,8,5,1999,Gable,MetalSd,BrkFace,456,PConc,0,776,776,Ex,764,677,1441,0,0,2,2,1,Gd,174000
50,RM,9600,Inside,OldTown,1Fam,1.5Fin,5,8,1925,Gambrel,VinylSd,None,0,PConc,0,702,702,Gd,842,630,1472,0,0,1,3,1,Gd,125000
120,RM,4500,FR2,Mitchel,TwnhsE,1Story,6,5,1999,Hip,VinylSd,BrkFace,425,PConc,883,341,1224,Ex,1224,0,1224,1,0,2,2,1,TA,165000
60,RL,9364,Corner,Sawyer,1Fam,2Story,6,7,1969,Gable,HdBoard,Stone,143,CBlock,371,292,663,TA,663,689,1352,0,0,1,4,1,TA,158000
60,RL,8029,Inside,Gilbert,1Fam,2Story,6,5,2005,Gable,VinylSd,None,0,PConc,0,728,728,Ex,728,728,1456,0,0,2,3,1,Gd,176000
60,RL,14054,Inside,Gilbert,1Fam,2Story,7,5,2006,Gable,VinylSd,None,0,PConc,0,879,879,Ex,879,984,1863,0,0,2,4,1,Gd,219210
75,RM,8850,Corner,OldTown,1Fam,2.5Unf,7,6,1916,Gable,MetalSd,None,0,BrkTil,0,815,815,Ex,815,875,1690,0,0,1,3,1,TA,144000
20,RL,9100,Inside,CollgCr,1Fam,1Story,7,5,2001,Gable,VinylSd,None,0,PConc,0,1212,1212,Ex,1212,0,1212,0,0,2,3,1,Gd,178000
20,RL,11235,Inside,Sawyer,1Fam,1Story,4,5,1963,Gable,HdBoard,BrkFace,51,CBlock,547,504,1051,Gd,1382,0,1382,0,0,1,3,1,TA,148000
20,RL,9353,Inside,NAmes,1Fam,1Story,4,5,1970,Gable,MetalSd,None,0,CBlock,0,864,864,Gd,864,0,864,0,0,1,3,1,TA,116050
60,RL,10400,Corner,CollgCr,1Fam,2Story,7,5,1998,Gable,VinylSd,None,0,PConc,0,866,866,Ex,866,913,1779,0,0,2,3,1,Gd,197900
50,RM,6000,Corner,BrkSide,1Fam,1.5Fin,5,8,1925,Gable,Wd Sdng,None,0,BrkTil,0,884,884,Ex,884,464,1348,1,0,1,3,1,TA,117000
20,RL,9750,Inside,CollgCr,1Fam,1Story,7,5,2000,Gable,VinylSd,BrkFace,171,PConc,0,1630,1630,Ex,1630,0,1630,0,0,2,3,1,Gd,213000
20,RL,10140,Inside,NWAmes,1Fam,1Story,5,6,1975,Gable,HdBoard,None,0,CBlock,788,268,1056,Ex,1074,0,1074,1,0,1,3,1,TA,153500
20,RL,14684,CulDSac,SawyerW,1Fam,1Story,7,7,1990,Hip,HdBoard,BrkFace,234,CBlock,485,1496,2158,Gd,2196,0,2196,0,0,2,3,1,Gd,271900
20,RH,8900,Inside,SawyerW,1Fam,1Story,4,4,1966,Gable,HdBoard,None,0,CBlock,1056,0,1056,TA,1056,0,1056,1,0,1,2,1,TA,107000
20,RL,9135,Inside,CollgCr,1Fam,1Story,6,5,2003,Gable,VinylSd,BrkFace,120,PConc,340,1342,1682,Ex,1700,0,1700,1,0,2,3,1,Gd,200000
20,RL,7763,Inside,NAmes,1Fam,1Story,5,7,1962,Gable,MetalSd,None,0,CBlock,504,319,931,TA,1283,0,1283,1,0,1,3,1,TA,140000
20,RL,10182,CulDSac,Somerst,1Fam,1Story,8,5,2006,Hip,VinylSd,Stone,420,PConc,1220,440,1660,Ex,1660,0,1660,1,0,2,3,1,Gd,290000
60,RL,11218,Inside,SawyerW,1Fam,2Story,6,5,1992,Gable,Wd Sdng,None,0,PConc,0,1055,1055,Ex,1055,790,1845,0,0,2,3,1,Gd,189000
50,RL,12134,Inside,Gilbert,1Fam,1.5Fin,8,7,1988,Gable,Wd Sdng,None,0,Wood,427,132,559,Gd,1080,672,1752,0,0,2,4,1,TA,164000
30,RL,9340,Inside,Edwards,1Fam,1Story,4,6,1941,Hip,MetalSd,None,0,CBlock,344,328,672,TA,672,0,672,1,0,1,2,1,TA,113000
80,RL,10246,CulDSac,Sawyer,1Fam,SLvl,4,9,1965,Gable,VinylSd,None,0,CBlock,648,0,648,Ex,960,0,960,1,1,0,0,1,TA,145000
85,RL,10205,Inside,NAmes,1Fam,SFoyer,5,5,1962,Gable,MetalSd,None,0,CBlock,784,141,925,TA,999,0,999,1,0,1,3,1,TA,134500
20,RL,7094,Inside,Sawyer,1Fam,1Story,5,5,1966,Gable,VinylSd,None,0,CBlock,180,340,894,TA,894,0,894,0,0,1,3,1,TA,125000
90,RM,8930,Inside,Sawyer,Duplex,1.5Fin,6,5,1978,Gable,VinylSd,None,0,Slab,0,0,0,TA,1318,584,1902,0,0,2,4,2,TA,112000
20,FV,8640,Inside,Somerst,1Fam,1Story,8,5,2009,Gable,CemntBd,Stone,72,PConc,936,364,1300,Ex,1314,0,1314,1,0,2,3,1,Gd,229456
50,RM,6240,Inside,BrkSide,1Fam,1.5Fin,4,5,1947,Gable,AsbShng,None,0,Slab,0,0,0,Gd,672,240,912,0,0,1,2,1,TA,80500
160,RM,1680,Inside,BrDale,Twnhs,2Story,6,5,1971,Gable,CemntBd,BrkFace,236,CBlock,0,672,672,TA,672,546,1218,0,0,1,3,1,TA,91500
20,RL,7800,Inside,NAmes,1Fam,1Story,5,5,1964,Gable,Wd Sdng,None,0,CBlock,312,0,912,TA,912,0,912,0,0,1,2,1,TA,115000
20,RL,8250,Inside,Sawyer,1Fam,1Story,5,5,1968,Hip,HdBoard,None,0,CBlock,250,210,952,Ex,1211,0,1211,0,0,1,3,1,TA,134000
50,RL,10496,Inside,NAmes,1Fam,1.5Fin,6,6,1949,Gable,Wd Sdng,BrkFace,320,CBlock,196,844,1040,Ex,1168,678,1846,0,0,2,3,1,TA,143000
20,RL,10680,Inside,NAmes,1Fam,1Story,5,3,1951,Hip,Wd Sdng,BrkFace,44,CBlock,756,1380,2136,TA,2136,0,2136,0,0,2,4,1,TA,137900
60,RL,15384,Inside,Gilbert,1Fam,2Story,7,5,2004,Gable,VinylSd,None,0,PConc,724,64,788,Ex,788,702,1490,1,0,2,3,1,Gd,184000
80,RL,10482,Inside,NAmes,1Fam,SLvl,6,8,1958,Hip,VinylSd,BrkFace,63,CBlock,507,81,588,Ex,1138,0,1138,0,1,1,3,1,TA,145000
60,RL,14598,CulDSac,Somerst,1Fam,2Story,6,5,2007,Gable,VinylSd,Stone,74,PConc,0,894,894,Ex,894,1039,1933,0,0,2,4,1,Gd,214000
20,RL,8872,Corner,NAmes,1Fam,1Story,5,8,1965,Gable,VinylSd,BrkFace,300,CBlock,595,317,912,Ex,912,0,912,1,0,1,2,1,Gd,147000
120,RL,8769,Corner,NridgHt,TwnhsE,1Story,9,5,2008,Hip,MetalSd,BrkFace,766,PConc,1540,162,1702,Ex,1702,0,1702,1,0,1,1,1,Ex,367294
80,RL,7910,Inside,NAmes,1Fam,SLvl,5,5,1960,Hip,BrkFace,None,0,CBlock,666,409,1075,Gd,1507,0,1507,0,0,2,4,1,TA,127000
90,RL,18890,Inside,Sawyer,Duplex,1.5Fin,5,5,1977,Shed,Plywood,None,1,CBlock,498,652,1361,Ex,1361,1259,2620,0,0,2,4,2,TA,190000
90,RL,7728,Inside,NAmes,Duplex,SLvl,5,6,1962,Hip,Wd Sdng,BrkFace,120,CBlock,803,303,1106,TA,1190,0,1190,1,0,1,3,1,TA,132500
90,RL,9842,FR2,NAmes,Duplex,1Story,4,5,1962,Gable,HdBoard,None,0,Slab,0,0,0,TA,1224,0,1224,0,0,2,2,2,TA,101800
20,RL,12160,Inside,NAmes,1Fam,1Story,5,5,1959,Hip,Plywood,BrkFace,180,CBlock,1000,188,1188,Fa,1188,0,1188,1,0,1,3,1,TA,142000
70,RH,8525,Inside,SWISU,1Fam,2Story,5,6,1911,Gable,MetalSd,None,0,PConc,0,940,940,TA,1024,940,1964,0,0,1,4,1,TA,130000
70,RL,13132,Inside,Crawfor,1Fam,2Story,5,5,1914,Gable,Wd Sdng,None,0,BrkTil,0,747,747,Gd,892,892,1784,0,0,1,4,1,TA,138887
160,RL,2628,Inside,NridgHt,Twnhs,2Story,7,5,2003,Gable,VinylSd,Stone,106,PConc,0,764,764,Ex,764,862,1626,0,0,2,2,1,Gd,175500
60,RL,12393,FR2,CollgCr,1Fam,2Story,7,5,2004,Gable,VinylSd,None,0,PConc,0,847,847,Ex,847,1101,1948,0,0,2,4,1,Gd,195000
20,RL,13072,Inside,SawyerW,1Fam,1Story,6,5,2005,Gable,VinylSd,None,0,PConc,0,1141,1141,Ex,1141,0,1141,0,0,1,3,1,TA,142500
20,RL,9037,Inside,Timber,1Fam,1Story,8,5,2006,Hip,VinylSd,BrkFace,32,PConc,428,1048,1476,Ex,1484,0,1484,0,0,2,2,1,Ex,265900
60,RL,8158,Inside,CollgCr,1Fam,2Story,7,5,2003,Gable,VinylSd,BrkFace,252,PConc,550,334,884,Ex,884,884,1768,1,0,2,3,1,Gd,224900
20,RL,9849,Inside,Somerst,1Fam,1Story,7,6,2007,Hip,VinylSd,Stone,0,PConc,0,1689,1689,Ex,1689,0,1689,0,0,2,3,1,Gd,248328
85,RL,10625,Inside,NWAmes,1Fam,SFoyer,7,6,1974,Gable,Plywood,BrkFace,81,CBlock,885,0,1053,TA,1173,0,1173,1,0,2,3,1,Gd,170000
20,RL,13891,Inside,NridgHt,1Fam,1Story,10,5,2006,Gable,VinylSd,NA,NA,PConc,1386,690,2076,Ex,2076,0,2076,1,0,2,2,1,Ex,465000
70,RL,11435,Corner,Crawfor,1Fam,2Story,8,7,1929,Gable,BrkFace,None,0,PConc,0,792,792,Fa,792,725,1517,0,0,1,3,1,Gd,230000
80,RL,12090,Inside,NWAmes,1Fam,SLvl,6,7,1984,Hip,VinylSd,BrkFace,74,CBlock,0,585,585,Ex,1140,728,1868,0,0,3,3,1,TA,178000
60,FV,8125,Inside,Somerst,1Fam,2Story,7,5,2005,Gable,VinylSd,None,0,PConc,0,756,756,Ex,756,797,1553,0,0,2,3,1,Gd,186500
80,RL,12328,Inside,Mitchel,1Fam,SLvl,6,5,1976,Gable,HdBoard,BrkFace,335,CBlock,539,473,1012,TA,1034,0,1034,1,0,1,3,1,TA,169900
75,RM,9600,Inside,OldTown,1Fam,2.5Unf,6,5,1917,Gable,AsbShng,None,0,BrkTil,319,416,735,Fa,1134,924,2058,0,0,1,3,1,TA,129500
20,RL,7200,Inside,NAmes,1Fam,1Story,5,7,1950,Gable,MetalSd,None,0,CBlock,534,246,876,TA,988,0,988,0,0,1,3,1,TA,119000
20,RL,11160,Corner,NAmes,1Fam,1Story,7,5,1968,Hip,BrkFace,None,0,CBlock,1065,1045,2110,Ex,2110,0,2110,1,0,2,3,1,Ex,244000
